Date,Open,High,Low,Close,Adj Close,Volume
1990-11-05,24232.009766,24645.250000,22482.039063,22931.800781,22931.800781,0
1990-11-12,22938.730469,24045.830078,22874.390625,23171.630859,23171.630859,0
1990-11-19,23192.619141,23518.160156,22615.259766,23400.279297,23400.279297,0
1990-11-26,23416.779297,23767.060547,21933.990234,22454.630859,22454.630859,0
1990-12-03,22456.869141,23538.240234,21626.640625,23522.490234,23522.490234,0
1990-12-10,23564.640625,24642.970703,23350.869141,24349.500000,24349.500000,0
1990-12-17,24326.910156,25063.859375,23963.919922,24119.599609,24119.599609,0
1990-12-24,24089.929688,24263.630859,23695.470703,23848.710938,23848.710938,0
1990-12-31,23827.480469,24109.890625,23796.359375,24069.179688,24069.179688,0
1991-01-07,24036.990234,24036.990234,22662.490234,23241.019531,23241.019531,0
1991-01-14,23197.960938,24050.300781,22099.519531,23808.300781,23808.300781,0
1991-01-21,23755.259766,23755.259766,22951.560547,23573.250000,23573.250000,0
1991-01-28,23574.919922,23654.689453,22859.650391,23156.699219,23156.699219,0
1991-02-04,23178.820313,24384.070313,23134.679688,24296.080078,24296.080078,0
1991-02-11,24333.070313,25406.279297,24333.070313,25343.740234,25343.740234,0
1991-02-18,25378.390625,26481.750000,25378.390625,25902.810547,25902.810547,0
1991-02-25,25908.189453,26709.800781,25852.109375,25881.570313,25881.570313,0
1991-03-04,25851.910156,26607.519531,25812.570313,26607.519531,26607.519531,0
1991-03-11,26630.029297,27003.429688,26366.449219,26843.099609,26843.099609,0
1991-03-18,26916.220703,27270.330078,26448.570313,26613.189453,26613.189453,0
1991-03-25,26602.619141,26802.779297,25785.970703,26292.039063,26292.039063,0
1991-04-01,26237.789063,26803.429688,25913.599609,26767.330078,26767.330078,0
1991-04-08,26765.259766,26825.330078,26190.550781,26582.500000,26582.500000,0
1991-04-15,26620.080078,27092.019531,26516.820313,26541.970703,26541.970703,0
1991-04-22,26492.449219,26585.660156,25994.279297,26123.679688,26123.679688,0
1991-04-29,26147.349609,26648.580078,26094.089844,26477.859375,26477.859375,0
1991-05-06,26500.150391,26523.619141,26178.220703,26274.289063,26274.289063,0
1991-05-13,26215.009766,26338.490234,25497.480469,25701.939453,25701.939453,0
1991-05-20,25731.039063,25768.519531,25227.640625,25529.140625,25529.140625,0
1991-05-27,25543.740234,25901.470703,25340.960938,25789.619141,25789.619141,0
1991-06-03,25840.910156,26017.160156,24912.119141,25035.109375,25035.109375,0
1991-06-10,25001.080078,25135.810547,24334.349609,25093.890625,25093.890625,0
1991-06-17,25089.750000,25100.310547,23885.289063,24275.080078,24275.080078,0
1991-06-24,24263.039063,24263.039063,23214.570313,23290.960938,23290.960938,0
1991-07-01,23376.529297,24322.439453,22898.339844,22898.339844,22898.339844,0
1991-07-08,22884.820313,23179.230469,21731.150391,23137.779297,23137.779297,0
1991-07-15,23193.939453,23598.300781,22659.890625,22866.359375,22866.359375,0
1991-07-22,22873.960938,23675.400391,22540.560547,23519.070313,23519.070313,0
1991-07-29,23545.750000,24156.519531,23418.080078,24027.970703,24027.970703,0
1991-08-05,24040.529297,24084.310547,23372.740234,23434.619141,23434.619141,0
1991-08-12,23414.550781,23414.550781,22797.570313,22814.369141,22814.369141,0
1991-08-19,22778.589844,22778.589844,21309.480469,22065.339844,22065.339844,0
1991-08-26,22064.449219,22350.000000,21459.230469,22335.869141,22335.869141,0
1991-09-02,22328.849609,22998.910156,22175.050781,22692.599609,22692.599609,0
1991-09-09,22726.500000,23134.429688,22270.140625,23134.429688,23134.429688,0
1991-09-16,23182.169922,23581.599609,23179.400391,23192.740234,23192.740234,0
1991-09-23,23190.869141,24157.609375,23182.859375,23969.470703,23969.470703,0
1991-09-30,23958.859375,24746.230469,23861.669922,24596.900391,24596.900391,0
1991-10-07,24559.519531,24559.519531,24114.640625,24157.720703,24157.720703,0
1991-10-14,24126.240234,24897.919922,23860.669922,24894.820313,24894.820313,0
1991-10-21,24945.660156,25101.480469,24716.369141,24906.429688,24906.429688,0
1991-10-28,24911.630859,25254.800781,24864.089844,25044.240234,25044.240234,0
1991-11-04,25059.750000,25100.679688,24389.109375,24486.490234,24486.490234,0
1991-11-11,24437.849609,24814.349609,23993.289063,24099.179688,24099.179688,0
1991-11-18,24010.910156,24010.910156,22925.039063,23117.390625,23117.390625,0
1991-11-25,23077.960938,23307.849609,22538.330078,22687.349609,22687.349609,0
1991-12-02,22645.519531,22737.390625,21923.240234,22445.060547,22445.060547,0
1991-12-09,22435.050781,22758.609375,21123.900391,22754.900391,22754.900391,0
1991-12-16,22767.410156,22996.099609,21768.009766,21777.119141,21777.119141,0
1991-12-23,21819.759766,22813.310547,21452.259766,22437.320313,22437.320313,0
1991-12-30,22507.970703,23022.349609,22507.970703,22983.769531,22983.769531,0
1992-01-06,23030.660156,23901.890625,22203.029297,22381.900391,22381.900391,0
1992-01-13,22299.630859,22299.630859,21145.710938,21321.369141,21321.369141,0
1992-01-20,21348.929688,21794.169922,20638.039063,21072.150391,21072.150391,0
1992-01-27,21061.429688,22343.220703,20859.609375,22023.050781,22023.050781,0
1992-02-03,22075.859375,22373.080078,21836.160156,22107.119141,22107.119141,0
1992-02-10,22054.109375,22054.109375,20883.859375,20883.859375,20883.859375,0
1992-02-17,20850.890625,21325.679688,20485.720703,21291.810547,21291.810547,0
1992-02-24,21286.699219,21547.650391,20743.560547,21338.810547,21338.810547,0
1992-03-02,21348.130859,21550.859375,20841.470703,20992.990234,20992.990234,0
1992-03-09,20989.779297,20989.779297,20168.150391,20456.060547,20456.060547,0
1992-03-16,20442.529297,20442.529297,19490.529297,20185.089844,20185.089844,0
1992-03-23,20235.089844,20434.710938,19587.109375,19636.990234,19636.990234,0
1992-03-30,19615.109375,19914.689453,17846.550781,18559.710938,18559.710938,0
1992-04-06,18597.050781,18670.810547,16598.150391,17850.660156,17850.660156,0
1992-04-13,17880.369141,18192.890625,16879.970703,17580.689453,17580.689453,0
1992-04-20,17548.070313,17563.029297,16572.460938,17542.449219,17542.449219,0
1992-04-27,17524.890625,17615.720703,17273.380859,17303.390625,17303.390625,0
1992-05-04,17325.769531,18500.000000,17325.769531,18375.949219,18375.949219,0
1992-05-11,18407.869141,19003.609375,18034.019531,18074.269531,18074.269531,0
1992-05-18,18128.160156,18927.640625,18128.160156,18221.000000,18221.000000,0
1992-05-25,18221.699219,18555.000000,17648.029297,18347.750000,18347.750000,0
1992-06-01,18327.679688,18502.609375,17724.310547,17790.039063,17790.039063,0
1992-06-08,17795.560547,17972.199219,17331.490234,17383.679688,17383.679688,0
1992-06-15,17339.419922,17339.419922,16030.910156,16519.869141,16519.869141,0
1992-06-22,16569.550781,16649.640625,15733.139648,15812.730469,15812.730469,0
1992-06-29,15835.410156,16956.039063,15641.610352,16717.779297,16717.779297,0
1992-07-06,16716.080078,17023.890625,16271.679688,16783.720703,16783.720703,0
1992-07-13,16796.470703,17274.490234,16548.070313,16548.070313,16548.070313,0
1992-07-20,16489.859375,16489.859375,15333.000000,15497.790039,15497.790039,0
1992-07-27,15533.019531,15974.309570,15024.589844,15910.280273,15910.280273,0
1992-08-03,15902.750000,16138.500000,15451.320313,15518.269531,15518.269531,0
1992-08-10,15470.790039,15470.790039,14657.269531,14820.250000,14820.250000,0
1992-08-17,14854.580078,16216.879883,14194.400391,16216.879883,16216.879883,0
1992-08-24,16252.610352,18168.810547,16166.400391,17970.789063,17970.789063,0
1992-08-31,17935.369141,18833.500000,17396.429688,18555.300781,18555.300781,0
1992-09-07,18576.679688,19284.119141,18097.550781,18107.689453,18107.689453,0
1992-09-14,18149.339844,18552.789063,17758.130859,18166.800781,18166.800781,0
1992-09-21,18215.679688,18701.949219,17993.980469,18394.759766,18394.759766,0
1992-09-28,18383.830078,18397.470703,17104.210938,17324.070313,17324.070313,0
1992-10-05,17265.199219,17531.089844,16901.599609,17059.779297,17059.779297,0
1992-10-12,17094.380859,17714.039063,17086.660156,17369.810547,17369.810547,0
1992-10-19,17331.589844,17331.589844,16821.359375,17117.650391,17117.650391,0
1992-10-26,17124.570313,17306.019531,16675.230469,16767.400391,16767.400391,0
1992-11-02,16732.500000,17122.669922,16616.750000,16869.810547,16869.810547,0
1992-11-09,16825.480469,16825.480469,16089.370117,16330.790039,16330.790039,0
1992-11-16,16314.940430,17188.369141,15941.929688,17033.599609,17033.599609,0
1992-11-23,17094.980469,17601.910156,17025.980469,17470.609375,17470.609375,0
1992-11-30,17505.320313,17704.009766,17186.859375,17295.689453,17295.689453,0
1992-12-07,17304.910156,17704.710938,17135.810547,17441.019531,17441.019531,0
1992-12-14,17421.970703,17712.039063,17209.529297,17680.740234,17680.740234,0
1992-12-21,17718.359375,17787.560547,17528.140625,17557.039063,17557.039063,0
1992-12-28,17538.880859,17538.880859,16891.939453,16924.949219,16924.949219,0
1993-01-04,16980.230469,17058.189453,16634.490234,16634.689453,16634.689453,0
1993-01-11,16644.830078,16734.019531,16437.839844,16515.599609,16515.599609,0
1993-01-18,16525.630859,16841.779297,16335.809570,16336.809570,16336.809570,0
1993-01-25,16355.469727,17177.689453,16216.110352,17023.779297,17023.779297,0
1993-02-01,17037.519531,17419.179688,16957.560547,17332.900391,17332.900391,0
1993-02-08,17357.480469,17393.199219,16851.509766,16851.509766,16851.509766,0
1993-02-15,16883.619141,17172.369141,16760.810547,17010.029297,17010.029297,0
1993-02-22,17006.619141,17058.589844,16750.880859,16953.349609,16953.349609,0
1993-03-01,16956.460938,16971.000000,16721.480469,16817.699219,16817.699219,0
1993-03-08,16855.619141,18104.650391,16855.619141,18037.519531,18037.519531,0
1993-03-15,18028.900391,18835.960938,17945.220703,18537.169922,18537.169922,0
1993-03-22,18559.849609,18897.609375,18423.400391,18788.699219,18788.699219,0
1993-03-29,18829.550781,19750.929688,18526.650391,19446.939453,19446.939453,0
1993-04-05,19457.679688,20126.089844,19357.900391,19892.179688,19892.179688,0
1993-04-12,19908.839844,20874.710938,19724.529297,20297.859375,20297.859375,0
1993-04-19,20254.089844,20332.199219,19554.859375,19704.150391,19704.150391,0
1993-04-26,19703.539063,20919.179688,19562.900391,20919.179688,20919.179688,0
1993-05-03,20939.460938,20941.970703,20491.919922,20811.359375,20811.359375,0
1993-05-10,20816.480469,21224.779297,20401.669922,20474.150391,20474.150391,0
1993-05-17,20528.060547,20689.490234,20122.779297,20557.470703,20557.470703,0
1993-05-24,20633.669922,21105.910156,20453.570313,20843.689453,20843.689453,0
1993-05-31,20829.539063,21222.769531,20469.830078,20882.240234,20882.240234,0
1993-06-07,20900.910156,21101.800781,20399.560547,20500.949219,20500.949219,0
1993-06-14,20529.160156,20560.080078,19647.419922,19804.539063,19804.539063,0
1993-06-21,19742.400391,19845.000000,19039.550781,19659.570313,19659.570313,0
1993-06-28,19675.130859,19976.609375,19433.990234,19621.460938,19621.460938,0
1993-07-05,19651.869141,19946.789063,19545.449219,19877.390625,19877.390625,0
1993-07-12,19934.990234,20394.640625,19889.890625,20331.529297,20331.529297,0
1993-07-19,20347.330078,20350.339844,19733.769531,19734.570313,19734.570313,0
1993-07-26,19770.380859,20545.750000,19707.970703,20380.140625,20380.140625,0
1993-08-02,20392.740234,20667.869141,20231.320313,20357.939453,20357.939453,0
1993-08-09,20339.830078,20939.390625,20339.830078,20745.169922,20745.169922,0
1993-08-16,20692.769531,21025.599609,20548.849609,20607.259766,20607.259766,0
1993-08-23,20595.259766,20863.390625,20344.830078,20791.679688,20791.679688,0
1993-08-30,20816.779297,21281.029297,20747.669922,21116.210938,21116.210938,0
1993-09-06,21163.820313,21249.919922,20686.470703,20817.980469,20817.980469,0
1993-09-13,20850.089844,21171.720703,20305.330078,20391.039063,20391.039063,0
1993-09-20,20395.640625,20564.859375,20112.109375,20307.529297,20307.529297,0
1993-09-27,20315.630859,20384.439453,19927.689453,20283.130859,20283.130859,0
1993-10-04,20262.029297,20529.550781,20151.320313,20378.640625,20378.640625,0
1993-10-11,20376.339844,20376.339844,19911.890625,20174.419922,20174.419922,0
1993-10-18,20208.619141,20377.839844,20042.400391,20264.830078,20264.830078,0
1993-10-25,20342.429688,20473.849609,19443.539063,19702.970703,19702.970703,0
1993-11-01,19656.970703,19656.970703,18470.349609,18590.460938,18590.460938,0
1993-11-08,18603.560547,18671.669922,17818.279297,18493.550781,18493.550781,0
1993-11-15,18489.050781,18506.949219,17877.689453,17941.189453,17941.189453,0
1993-11-22,17905.589844,17905.589844,16675.769531,16726.369141,16726.369141,0
1993-11-29,16688.570313,17887.289063,15671.969727,17459.349609,17459.349609,0
1993-12-06,17425.140625,17534.849609,16216.820313,17257.429688,17257.429688,0
1993-12-13,17246.919922,18052.210938,17123.810547,18051.910156,18051.910156,0
1993-12-20,18025.800781,18025.800781,17037.099609,17141.109375,17141.109375,0
1993-12-27,17081.509766,17417.240234,16633.660156,17417.240234,17417.240234,0
1994-01-03,17421.640625,18131.410156,17242.320313,18124.009766,18124.009766,0
1994-01-10,18186.519531,19043.800781,18186.519531,18973.699219,18973.699219,0
1994-01-17,18911.890625,19341.730469,18514.550781,19307.429688,19307.429688,0
1994-01-24,19294.429688,19324.730469,18320.330078,18757.880859,18757.880859,0
1994-01-31,18790.779297,20509.949219,18790.779297,20301.429688,20301.429688,0
1994-02-07,20254.929688,20526.449219,19650.970703,19990.699219,19990.699219,0
1994-02-14,19938.990234,19938.990234,18768.980469,18959.599609,18959.599609,0
1994-02-21,18908.789063,19890.890625,18826.679688,19803.380859,19803.380859,0
1994-02-28,19848.580078,20240.919922,19531.650391,19966.000000,19966.000000,0
1994-03-07,19979.099609,20279.130859,19665.669922,20115.310547,20115.310547,0
1994-03-14,20157.720703,20781.980469,20157.720703,20469.449219,20469.449219,0
1994-03-21,20458.550781,20458.550781,19771.679688,19836.480469,19836.480469,0
1994-03-28,19819.960938,20062.910156,19082.820313,19277.160156,19277.160156,0
1994-04-04,19232.849609,19973.289063,18896.480469,19934.990234,19934.990234,0
1994-04-11,19948.890625,20282.160156,19647.630859,20164.630859,20164.630859,0
1994-04-18,20222.439453,20494.599609,19793.560547,19964.390625,19964.390625,0
1994-04-25,19921.480469,19921.480469,19512.400391,19725.250000,19725.250000,0
1994-05-02,19648.529297,19907.980469,19488.900391,19862.470703,19862.470703,0
1994-05-09,19820.859375,20360.369141,19721.039063,20270.750000,20270.750000,0
1994-05-16,20318.060547,20438.390625,19965.789063,20342.169922,20342.169922,0
1994-05-23,20385.779297,20824.560547,20328.070313,20777.160156,20777.160156,0
1994-05-30,20835.669922,21198.740234,20802.460938,20954.189453,20954.189453,0
1994-06-06,20954.789063,21559.810547,20707.539063,21395.179688,21395.179688,0
1994-06-13,21378.380859,21573.210938,21234.650391,21503.300781,21503.300781,0
1994-06-20,21515.599609,21515.599609,20371.369141,20766.750000,20766.750000,0
1994-06-27,20649.529297,20732.550781,20168.529297,20543.410156,20543.410156,0
1994-07-04,20598.919922,20907.580078,20440.089844,20526.509766,20526.509766,0
1994-07-11,20467.589844,20877.980469,20294.060547,20770.150391,20770.150391,0
1994-07-18,20743.150391,20872.369141,20427.289063,20462.890625,20462.890625,0
1994-07-25,20427.390625,20517.099609,19993.699219,20449.390625,20449.390625,0
1994-08-01,20422.179688,20729.250000,20271.349609,20521.699219,20521.699219,0
1994-08-08,20525.810547,20845.269531,20502.199219,20663.830078,20663.830078,0
1994-08-15,20648.029297,20875.779297,20501.199219,20512.699219,20512.699219,0
1994-08-22,20536.009766,20603.619141,20311.960938,20471.490234,20471.490234,0
1994-08-29,20518.800781,20722.839844,20503.699219,20653.830078,20653.830078,0
1994-09-05,20645.230469,20645.230469,19853.169922,19897.880859,19897.880859,0
1994-09-12,19918.179688,20097.019531,19795.259766,19796.259766,19796.259766,0
1994-09-19,19794.359375,19961.589844,19543.410156,19833.669922,19833.669922,0
1994-09-26,19826.769531,19922.380859,19414.080078,19563.810547,19563.810547,0
1994-10-03,19579.720703,19753.650391,19487.699219,19744.750000,19744.750000,0
1994-10-10,19790.460938,20176.640625,19790.460938,19969.289063,19969.289063,0
1994-10-17,19973.990234,20055.410156,19784.859375,19899.080078,19899.080078,0
1994-10-24,19909.279297,19952.890625,19705.939453,19805.160156,19805.160156,0
1994-10-31,19855.470703,20000.699219,19713.939453,19811.560547,19811.560547,0
1994-11-07,19755.150391,19755.150391,19132.230469,19284.359375,19284.359375,0
1994-11-14,19246.449219,19444.289063,19115.720703,19302.560547,19302.560547,0
1994-11-21,19310.160156,19315.160156,18666.130859,18666.929688,18666.929688,0
1994-11-28,18727.750000,19134.029297,18727.750000,18998.300781,18998.300781,0
1994-12-05,19067.009766,19342.269531,18972.289063,18978.300781,18978.300781,0
1994-12-12,19008.199219,19177.539063,18822.560547,19163.429688,19163.429688,0
1994-12-19,19160.029297,19633.529297,19160.029297,19633.529297,19633.529297,0
1994-12-26,19646.230469,19833.220703,19509.150391,19723.060547,19723.060547,0
1995-01-02,19724.759766,19724.759766,19417.210938,19519.460938,19519.460938,0
1995-01-09,19501.849609,19603.199219,19265.230469,19331.169922,19331.169922,0
1995-01-16,19322.460938,19361.980469,18754.279297,18840.220703,18840.220703,0
1995-01-23,18807.000000,18817.910156,17698.750000,18104.349609,18104.349609,0
1995-01-30,18137.269531,18868.929688,18137.269531,18538.970703,18538.970703,0
1995-02-06,18584.689453,18672.140625,18010.810547,18291.349609,18291.349609,0
1995-02-13,18320.259766,18428.310547,17617.810547,18020.509766,18020.509766,0
1995-02-20,18036.720703,18270.539063,17472.939453,17472.939453,17472.939453,0
1995-02-27,17465.330078,17465.330078,16478.939453,17039.619141,17039.619141,0
1995-03-06,16987.490234,17134.470703,16258.129883,16358.379883,16358.379883,0
1995-03-13,16391.000000,16698.750000,16070.540039,16251.230469,16251.230469,0
1995-03-20,16217.410156,16244.820313,15424.110352,15749.769531,15749.769531,0
1995-03-27,15812.610352,16848.130859,15812.610352,16139.950195,16139.950195,0
1995-04-03,16079.639648,16079.639648,15256.059570,15719.500000,15719.500000,0
1995-04-10,15739.429688,16563.609375,15583.650391,16047.889648,16047.889648,0
1995-04-17,16046.480469,16968.240234,15892.910156,16968.240234,16968.240234,0
1995-04-24,16944.199219,17110.400391,16712.980469,16806.750000,16806.750000,0
1995-05-01,16820.380859,17116.009766,16708.169922,17088.660156,17088.660156,0
1995-05-08,17110.500000,17189.539063,16387.300781,16420.759766,16420.759766,0
1995-05-15,16456.720703,16636.349609,16043.179688,16140.849609,16140.849609,0
1995-05-22,16102.280273,16102.280273,15406.030273,15694.250000,15694.250000,0
1995-05-29,15607.990234,16015.929688,15292.429688,15849.129883,15849.129883,0
1995-06-05,15853.540039,15923.360352,14978.360352,15044.179688,15044.179688,0
1995-06-12,15030.150391,15030.150391,14376.080078,14703.169922,14703.169922,0
1995-06-19,14704.870117,15265.379883,14527.549805,15265.179688,15265.179688,0
1995-06-26,15319.980469,15378.480469,14445.400391,14517.400391,14517.400391,0
1995-07-03,14519.400391,16389.349609,14295.900391,16213.080078,16213.080078,0
1995-07-10,16284.769531,16833.949219,15955.379883,16517.699219,16517.699219,0
1995-07-17,16573.849609,17018.349609,16182.190430,16589.089844,16589.089844,0
1995-07-24,16611.050781,16726.359375,16148.400391,16649.449219,16649.449219,0
1995-07-31,16651.759766,17160.029297,16274.339844,16741.199219,16741.199219,0
1995-08-07,16804.570313,16931.410156,16507.070313,16792.339844,16792.339844,0
1995-08-14,16819.310547,18299.710938,16819.310547,18032.490234,18032.490234,0
1995-08-21,17999.900391,18028.580078,17599.919922,17770.679688,17770.679688,0
1995-08-28,17741.500000,18241.650391,17580.869141,18120.730469,18120.730469,0
1995-09-04,18115.509766,18501.349609,17503.359375,18279.550781,18279.550781,0
1995-09-11,18271.330078,18790.730469,18194.730469,18758.550781,18758.550781,0
1995-09-18,18780.609375,18847.890625,17666.300781,17713.929688,17713.929688,0
1995-09-25,17733.779297,18295.230469,17566.429688,17913.060547,17913.060547,0
1995-10-02,17921.380859,18547.429688,17683.839844,18506.279297,18506.279297,0
1995-10-09,18504.380859,18504.380859,17777.099609,17880.830078,17880.830078,0
1995-10-16,17914.910156,18218.609375,17746.410156,18157.330078,18157.330078,0
1995-10-23,18122.460938,18261.460938,17337.189453,17337.189453,17337.189453,0
1995-10-30,17379.929688,18039.859375,17357.810547,18028.800781,18028.800781,0
1995-11-06,18006.179688,18252.390625,17737.250000,17843.560547,17843.560547,0
1995-11-13,17856.220703,18174.769531,17655.240234,18151.160156,18151.160156,0
1995-11-20,18189.019531,18459.839844,18146.869141,18215.230469,18215.230469,0
1995-11-27,18230.570313,18985.849609,18230.570313,18833.099609,18833.099609,0
1995-12-04,18889.000000,19453.869141,18822.839844,19286.970703,19286.970703,0
1995-12-11,19315.269531,19548.230469,19162.019531,19346.550781,19346.550781,0
1995-12-18,19364.689453,19808.789063,19077.119141,19744.419922,19744.419922,0
1995-12-25,19772.320313,20023.519531,19690.550781,19868.150391,19868.150391,0
1996-01-01,19945.679688,20669.820313,19945.679688,20669.029297,20669.029297,0
1996-01-08,20617.099609,20675.699219,20208.089844,20287.419922,20287.419922,0
1996-01-15,20304.070313,20754.339844,20156.269531,20365.759766,20365.759766,0
1996-01-22,20380.509766,20693.240234,19984.849609,20663.839844,20663.839844,0
1996-01-29,20657.560547,21068.669922,20532.490234,20904.029297,20904.029297,0
1996-02-05,20882.199219,21156.769531,20555.609375,20934.820313,20934.820313,0
1996-02-12,20964.320313,21056.310547,20580.630859,20802.769531,20802.769531,0
1996-02-19,20760.019531,20760.019531,20266.589844,20300.380859,20300.380859,0
1996-02-26,20294.300781,20480.269531,19878.910156,20168.630859,20168.630859,0
1996-03-04,20166.230469,20303.869141,19822.800781,20155.869141,20155.869141,0
1996-03-11,20056.410156,20247.259766,19627.570313,20190.849609,20190.849609,0
1996-03-18,20243.369141,20810.640625,20223.740234,20700.919922,20700.919922,0
1996-03-25,20745.910156,21486.330078,20745.910156,21406.849609,21406.849609,0
1996-04-01,21451.070313,21757.839844,21349.679688,21695.839844,21695.839844,0
1996-04-08,21635.650391,21870.679688,21398.109375,21660.470703,21660.470703,0
1996-04-15,21704.880859,22077.869141,21679.660156,21883.839844,21883.839844,0
1996-04-22,21912.679688,22347.869141,21912.679688,22235.029297,22235.029297,0
1996-04-29,22140.679688,22162.880859,21516.779297,21662.380859,21662.380859,0
1996-05-06,21624.300781,21744.369141,21298.330078,21420.119141,21420.119141,0
1996-05-13,21459.199219,22251.410156,21170.720703,21916.599609,21916.599609,0
1996-05-20,21977.390625,22311.289063,21620.880859,21798.429688,21798.429688,0
1996-05-27,21839.929688,22145.199219,21557.480469,21956.189453,21956.189453,0
1996-06-03,21970.560547,22032.960938,21588.519531,21751.810547,21751.810547,0
1996-06-10,21730.310547,22480.910156,21593.650391,22289.390625,22289.390625,0
1996-06-17,22339.429688,22598.980469,22133.339844,22530.650391,22530.650391,0
1996-06-24,22566.019531,22750.699219,22439.410156,22530.750000,22530.750000,0
1996-07-01,22568.429688,22600.080078,22203.880859,22232.419922,22232.419922,0
1996-07-08,22148.109375,22148.109375,21558.480469,21656.449219,21656.449219,0
1996-07-15,21621.990234,21753.419922,21281.949219,21476.289063,21476.289063,0
1996-07-22,21476.189453,21476.189453,20627.609375,21124.900391,21124.900391,0
1996-07-29,21188.000000,21284.869141,20524.820313,20940.410156,20940.410156,0
1996-08-05,21019.800781,21188.099609,20452.970703,20551.050781,20551.050781,0
1996-08-12,20516.279297,21105.710938,20448.650391,20834.000000,20834.000000,0
1996-08-19,20847.769531,21398.009766,20847.769531,21228.800781,21228.800781,0
1996-08-26,21212.720703,21212.720703,20092.240234,20166.900391,20166.900391,0
1996-09-02,20186.599609,20487.240234,19920.019531,20152.529297,20152.529297,0
1996-09-09,20232.210938,20924.140625,20159.359375,20842.640625,20842.640625,0
1996-09-16,20929.060547,21365.859375,20929.060547,21112.240234,21112.240234,0
1996-09-23,21104.710938,21603.910156,21040.830078,21547.019531,21547.019531,0
1996-09-30,21537.929688,21590.439453,21059.990234,21148.029297,21148.029297,0
1996-10-07,21156.919922,21205.529297,20805.949219,20968.160156,20968.160156,0
1996-10-14,20997.400391,21788.580078,20905.369141,21612.300781,21612.300781,0
1996-10-21,21606.910156,21606.910156,20700.039063,20739.970703,20739.970703,0
1996-10-28,20739.669922,21054.900391,20388.099609,20633.060547,20633.060547,0
