Direction,JPY,SP500
-1,0.002001035685815462,-0.03545953666554567
-1,0.004196050868541872,-0.0022972237673084734
1,-0.0038514490525260493,-0.040158810365269776
1,-0.0049045102283528106,0.015593034270868934
-1,0.0062817312145273295,0.0081259121323978
1,-0.007113044043836847,-0.0027013072986119
-1,0.011096292219575655,-0.02609494532913094
-1,0.022701296743971536,0.03453484805363407
-1,0.008938159826016567,0.007097551563975218
-1,0.012078956139243192,0.011708803506073926
-1,0.011026764909314967,-0.013812016919481054
-1,0.021377800156657037,0.008033598017338835
-1,0.006015912770385492,0.00041170849163774077
-1,-0.000821095893281613,0.01244868390766608
1,0.001767677227962589,-0.0271408680131497
-1,0.0001261431726681265,-0.018096665907624238
1,-0.0003784772643426179,0.02780712498443427
1,-0.013209896143870054,0.03943205480253635
1,-0.027612098376385157,0.00747205713511346
1,-0.004214969359311924,-0.0001692789260710613
1,0.00026395671263180326,0.023909565710845928
1,0.006641920974710595,-0.012329282008292815
-1,0.011987895207662143,0.011640643152190528
-1,-0.0014906513016566853,-0.020826576268053856
1,-0.0005839037373541151,0.007260515643675373
1,-0.019793541738128514,0.0011166993480348666
1,-0.014065492026876517,0.024500653325539568
-1,-0.00552004094361392,-0.015639931189344078
-1,0.006727689530505529,-0.022852496191258637
-1,-0.006187805592435872,-0.024575251254402877
-1,0.011537557551703192,-0.027456959707394757
-1,-0.008640664630809263,-0.02318639268224116
-1,-0.015047050876940837,-0.051063669143781375
1,-0.017081481508981065,0.03485768669989634
-1,-0.01653045976130525,0.002600769347578193
1,-0.024523123458456374,-0.020524617195106558
-1,-0.007191401348107561,-0.017543966818933922
-1,0.00225741949131761,-0.017072896488291592
1,-0.016353534255042126,0.01765089013970939
-1,-0.04174663628747365,-0.03751687190397334
1,-0.026718252082671774,0.04065803600708671
1,0.0085147155867742,-0.025180027247382417
-1,0.015037877364540502,0.023161847128912096
-1,-0.00721800642412815,0.006042263342417035
1,0.008531813174411427,0.010715649820153229
1,-0.009700902587019162,-0.006390167569918096
-1,0.01754770029172371,0.02234447736150718
1,0.021003918828887514,0.017016577477499132
1,-0.008212515549328827,-0.0028415406016535833
-1,0.015315614687786479,0.014972091170161171
-1,0.012512657237162708,-0.009175345595059945
1,-0.009536907384688787,-0.02376520448724103
-1,0.0041512290896411255,-0.018138557115268454
1,-0.003631382061484671,0.05252496724055304
-1,-0.019719476844298183,0.011491959171855368
-1,-0.003337381738452226,0.020556681729419615
1,-0.02049425070061938,0.04642068645468954
1,0.0006202031364009093,0.02666236641789378
1,0.018353366005966973,-0.009282651721333265
-1,0.013228206044331836,0.013095897189288835
1,0.019703972171591887,0.01202024325455052
1,0.007116423415707514,-0.0036337870574231785
-1,0.008226903814030049,-0.01649000335737496
-1,0.011534153245286765,0.020843597943700966
1,-0.012985321690346599,0.0003730022229051009
-1,-0.011538870450517715,0.013337789394891351
-1,0.0,0.009939966669823773
-1,0.015669161456761664,-0.01357433645173979
1,-0.004856665702233069,0.004685326288156322
-1,0.006590644895453807,-0.013376883179600252
-1,-0.0015170672947526886,-0.008955655748687799
-1,-0.0026060533063947773,0.013602319304901233
1,0.0006521503075232116,0.032166661527802516
-1,0.008583124567074796,-0.027040605163581997
1,0.015181503935703028,0.007509398289195577
-1,-0.010381208133746772,-0.011946905281785224
-1,-0.010923572507355728,-0.017599353890847026
-1,0.0031023436735987493,0.007836396269776426
1,-0.004114489508993416,0.01635928760762397
-1,-0.010909199100353621,0.010386376663569832
1,0.006705075772761119,-0.008599694966350685
1,-0.0008720297042681412,0.0162740702597355
-1,-0.00920251893116212,-0.0001549735271856186
-1,0.0025647616008380963,-0.003986049113290794
-1,0.0038713024500559327,0.022033660846652925
1,-0.0021164029063775016,0.00319144138770227
1,-0.0077005257495385,-0.016137367279527488
1,-0.009839904792505674,-0.014262131990712593
1,-0.0030529827503430634,0.011224902889164915
1,-0.006134070699915047,-0.005220913313657063
1,-0.010408903753842324,-0.012122925073882131
-1,-0.015049365424425592,0.0005244840735231923
1,7.696748127728534e-05,0.028556725227318353
1,0.009650810198293816,-0.021373255654274885
1,-0.001983824853276893,0.0183623759092129
-1,-0.009438737917263865,0.004004055172837444
-1,0.0015408323541558602,-0.026487396162799208
-1,-0.002234982241270106,-0.017080862094739527
-1,-0.0030909537011548837,-0.0024489311121319982
-1,-0.0006193388755688085,0.010287515068679615
1,-0.002170711760186166,0.01406572674642759
-1,-0.004667453047495058,0.006662305019451955
1,-0.013106964703719623,0.04895743090463321
1,-0.012720794846223675,0.03119653615853309
-1,0.00175873416506257,-0.010162567664952125
-1,0.018595985921822232,0.009017229885534772
-1,-0.03267222879663188,-0.008102194563863902
1,0.017186417238846927,-0.01625739326768403
1,0.0011141175750543598,0.005635047328661613
-1,0.012723923983789395,0.0033755875227919198
1,0.006028595279463066,-0.0025488671417393475
1,0.009709945400509006,0.00308208655830452
-1,0.014276088647879848,-0.020217566667039378
-1,0.015126593068301912,0.003455584234026028
-1,0.0008253611423337353,0.013363862658260344
-1,0.0017235569480865526,-0.01914635835059032
-1,-0.00037443367345020887,-0.004844458959731531
-1,-0.006010084952845623,0.006800435743472576
-1,0.005485642161278707,0.028648966623722925
-1,0.00679639645106348,-0.017017403408269342
-1,-0.008746738379023787,0.008544900269698898
1,-0.0025562001739305026,0.008496488524854335
-1,-0.014788120704918075,-0.014428778453509095
1,-0.011217081349280993,0.009537617218200208
1,-0.002010828210422822,0.003207297462286252
-1,-0.013954621300704375,-0.00451238042698182
-1,-0.0022792480492406335,-0.00903752544800252
-1,-0.0021267386220935806,-0.014973902162017515
-1,-0.003000870924468528,-0.0005451506557490589
1,-0.01121417884050868,0.02041232028951861
1,-0.0005600224155325011,0.006897511718234781
-1,0.00016003840955983677,0.0024089431866173142
-1,0.01082296096961878,-0.00971935069519477
